,spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
1329,48386,672,488489,652,642,2900,25265,35584,31764,83975,67990,96090356,59231097,9,715696,73228,8952,44316933,311.35,355751,523783174,dododanut,"1875,76"
1330,6962,107,40660,609,108,2595,1620,3685,3921,4708,7714,6874906,8855431,7,59434,4668,6303,4701167,331.3,27878,527072648,Berserk_XVI,"979,69"
1331,6039,110,52380,397,172,2539,2987,5669,6165,6022,12006,8397041,8838628,8,85709,8885,6106,4760716,236.15,11514,500175870,Parthuno,"889,35"
1332,2009,27,10841,503,31,1841,382,1167,1261,1316,2459,2074729,3125994,6,15656,1106,7398,1236698,233.35,7084,600624710,Maciej_MP_,"764,12"
1333,13063,0,74496,440,149,2133,3071,6241,6072,18793,12462,11776323,13541219,9,116665,9280,7711,5484645,383.5,41621,596654945,B1gStorM,"1145,10"
1334,3739,0,23309,268,59,1942,1918,3137,3540,8980,6736,2750307,4316547,6,43196,3348,4448,1808129,192.61,9913,622718139,VAZ_099,"542,73"
1335,7426,13,38196,351,125,1944,1788,4119,4346,11488,8590,4695438,6553841,7,69610,5535,5172,3018268,310.84,10153,599456795,andrey0600andrey,"722,14"
1336,5151,9,37359,516,86,2283,1420,3092,3158,4560,6336,4563630,5399411,8,60085,4521,6122,3266711,263.52,23400,628085270,BragidadDmitryi,"1015,94"
1337,315,0,1935,148,5,834,137,286,378,1189,669,69174,134995,5,4766,218,1143,99192,49.77,1130,508229609,BennusDicus,"82,74"
1338,15378,41,84967,433,178,1927,5678,8921,8718,13303,17817,17930776,15235623,8,127463,15132,7519,7718116,331.41,54241,504053615,paca1,"1384,39"
1339,11666,40,71154,665,268,2277,3411,6532,6709,6489,13509,18652837,18691230,8,99165,10175,6555,8985782,440.36,49757,611669247,rozario_grom,"1213,55"
1340,10117,10,32505,264,69,1509,1142,4181,4801,9805,9051,2892888,5685086,9,53538,3624,4492,2385671,157.01,19328,510009739,Teisejas,"432,59"
1341,12139,190,73883,553,224,2483,4479,7299,7480,12592,15003,15971547,14607968,8,114171,12679,7767,8292895,352.38,50806,598253593,Greshniy_2014,"1253,85"
1342,59264,250,193630,532,585,2264,7870,23237,24872,37575,48694,34635339,53542910,8,322903,25385,6081,25922788,343.38,114403,503257739,Eggi2905,"745,36"
1343,5273,126,46677,382,142,2142,4411,6582,7391,13879,14115,9240205,9482205,8,76561,8394,8185,5393295,182.58,33885,515001710,UDUPIACZ78,"772,93"
1344,3616,0,9693,212,20,1196,472,1642,1748,3633,3410,567998,1600279,6,17762,885,1652,724494,141.04,5520,606976703,Roma100_11,"219,50"
1345,2436,272,19835,440,34,2333,767,1510,1412,2918,2956,1639318,1663182,7,36199,2096,3945,1300091,166.07,11608,525085443,Atypius127,"1016,50"
1346,74167,0,423388,530,897,2968,16937,33953,30777,83111,65627,79740303,64220159,9,630271,64297,8960,34807084,399.04,148818,637384934,leshiy33333,"1678,33"
1347,424,0,3199,513,12,2604,136,285,322,295,619,434349,569987,5,5060,389,5182,317406,161.33,2102,681596770,Lorson420,"873,79"
1348,29280,20,172251,558,293,2599,6620,12310,10209,20011,22812,29049212,20828071,10,268775,25135,8716,12733505,454.44,99700,600549698,adobs_1084468,"2009,72"
1349,8066,237,45046,451,107,2211,2071,4453,4429,7110,8989,6499192,7087052,9,67674,7553,6124,4051464,255.25,15398,507465815,MaXiUsPl,"1129,85"
1350,3039,0,22290,361,86,1690,1502,2103,1587,7666,3776,2318552,1278792,10,32886,5243,0,1362390,0.0,0,500166689,Sinic,"1747,03"
1351,239,0,2243,137,7,722,126,235,273,865,515,45970,104649,4,5103,140,1039,70384,57.2,870,507212682,pepek5775,"89,37"
1352,6094,52,34219,327,70,1374,1884,4042,4054,6422,8166,4311078,5691796,6,56671,4706,3814,2669540,215.63,24008,504593072,Spychalski,"796,87"
1353,1624,0,9368,213,7,1100,385,672,717,2591,1396,214312,335842,6,22053,1060,1702,297354,42.79,6188,542819555,Stephbog,"402,02"
1354,2864,0,15396,249,27,1205,519,1587,1780,1130,3394,1016430,1659148,7,30413,1609,3106,843843,118.01,10112,522433112,Pak_kos,"505,02"
1355,3513,29,19006,283,33,1347,1138,2574,2950,2925,5557,2026715,3966070,7,35232,2381,4015,1572995,176.51,11629,530664306,keremdurmaz,"441,69"
1356,2884,0,13390,419,36,1827,664,1278,1561,951,2875,1937530,2747740,8,22243,1510,4438,1205024,358.8,8663,570802692,freazy69,"766,53"
1357,13656,78,91522,356,182,2142,4959,8178,8291,17462,16651,10226605,10972264,8,161090,12187,6083,5923050,212.51,61486,622082332,mf91_12294804,"966,20"
1358,3808,0,10577,233,41,1764,668,1664,1931,5269,3636,697236,1512853,7,36288,1593,0,848874,0.0,0,504047533,DeutschesKind2,"272,90"
1359,1606,0,5603,203,12,1053,428,1040,1170,3829,2222,414813,1017546,4,13439,716,1710,450497,114.17,3347,630382424,RenamedUser_39694088,"241,85"
1360,4932,0,33261,314,58,2273,860,2577,2888,3972,5523,2670836,3884531,6,60085,2468,6220,1731807,175.24,19645,523652010,Alpachino103,"688,17"
1361,5780,236,28583,245,77,1353,1714,3917,4569,7775,8563,2070370,5280896,5,72091,2372,3162,2100536,151.37,15170,629590656,gromisakov,"243,64"
1362,61057,94,397299,409,329,2491,3460,15137,14770,32822,30236,11091704,17408919,11,672939,20181,4856,12375912,224.71,181455,507320117,lastblade2,"722,21"
1363,950,0,6709,338,4,1607,82,300,327,633,631,234586,291095,7,15706,384,3415,213196,104.09,4015,612427064,bafsdfsf_2019_strelok,"751,50"
1364,26616,243,161617,561,411,2579,7448,14362,14025,17396,28798,32756876,27203668,8,249822,26220,8486,16149053,342.77,104006,595904497,Mutantik2,"1474,83"
1366,581,9,2804,196,11,993,114,300,335,1053,646,64501,204999,5,6174,169,1209,126498,72.37,1272,545527691,Jugger666,"90,62"
1367,2432,0,12107,796,8,2580,394,839,573,585,1420,2193908,1661923,13,17375,1574,7420,1131025,447.83,8908,601026152,Izumchik_kz,"2247,13"
1368,4772,0,19486,343,41,2170,714,2224,2438,6627,4703,2304543,2637578,8,27621,2829,4968,1612850,147.77,14184,500639080,ziemek,"780,15"
1369,805,24,11601,257,26,1461,487,805,888,278,1719,553146,849692,5,21274,787,2490,441356,120.84,6453,583033194,donkupen,"583,56"
1370,8004,0,31862,348,99,2278,1572,3546,3685,13317,7330,2922263,5009414,7,71417,3492,3654,2552376,287.07,6873,622733699,ruslan0376,"581,90"
1371,1668,0,11183,351,9,1415,257,630,637,1196,1276,699309,918761,7,18665,880,3355,447974,198.44,6096,507464124,Walotelli,"925,53"
1372,20641,76,116050,655,354,2592,5783,10540,9598,2905,20492,27924844,20891545,10,170394,20531,7755,13424634,387.23,51051,598117324,VergiL46,"1749,65"
1374,16908,157,69351,274,138,1627,3110,8574,9381,21351,18093,6115050,10503263,7,136568,9431,3280,4963476,165.58,44244,507021424,FOXCZK,"489,23"
1375,8053,0,60801,318,99,1633,3389,5653,6082,29902,11834,5847802,8381136,6,112950,6662,3756,3757597,178.85,36314,514045095,doti04,"732,35"
1376,726,31,8595,386,17,1799,286,524,524,818,1065,564265,751753,6,15236,703,3454,411607,144.41,5188,571743564,1amateurplaying1,"919,55"
1377,4467,1082,19314,276,73,1472,1395,3196,3681,3978,6950,2239596,3564833,6,43074,2534,3598,1915860,144.19,12229,597554767,KASOYvtanke,"413,66"
1378,2053,0,9783,267,12,1287,336,1088,1355,1193,2455,741044,1550714,7,20545,1159,2460,654431,147.31,6193,630813193,RenamedUser_42608432,"419,29"
1379,2226,25,17966,504,59,2294,1030,1700,1764,4163,3523,2987338,2985167,8,28926,3173,5486,1774815,225.36,11777,601783901,GoRDost_WOT,"1156,49"
1380,16181,965,130036,320,352,1691,8116,15470,17192,12919,33014,17084369,23003293,7,228565,19083,5666,10550694,182.75,68425,502473600,GenZukow,"653,37"
1382,1090,0,6594,165,17,1075,326,779,900,1256,1696,231705,548066,6,15282,658,2383,280008,100.0,1798,622608865,RenamedUser_14279708,"183,09"
1383,2105,0,13582,970,26,2481,430,850,543,2149,1419,4029099,2734172,9,17242,1884,8907,1377054,793.88,9918,598732497,OZORNlK,"2648,16"
1384,6419,9,40145,392,104,1936,2379,4319,4302,13632,8725,5223077,5278767,9,67236,7091,4694,3424554,248.78,10474,655065402,Tigr_snd,"1005,71"
1385,118782,1953,517638,660,948,2918,21430,46081,43129,47356,90158,87400312,90197026,10,788407,69684,8601,59515910,428.65,352469,504172228,ToodlePips,"1321,31"
1386,4255,199,34768,344,53,1927,1774,3460,3368,4999,6881,4415228,4098362,8,60463,5157,4919,2369901,191.07,16705,619144914,SharpClaw_1129525,"993,15"
1387,1132,1121,6196,245,54,1332,767,1205,1536,3728,2795,771271,931434,4,15321,848,2743,685291,76.66,1886,508194756,hanusiowaczolgistka,"285,99"
1388,9001,0,41030,385,97,2174,1145,3616,3911,1613,7624,4767958,6678810,7,66524,3990,6500,2933583,249.41,27740,553240194,tim3287,"894,91"
1389,1212,0,3020,199,14,845,189,483,537,1212,1034,157479,511195,5,7020,394,472,205739,214.6,25,506248622,patryksasa2,"167,94"
1390,1768,0,9255,240,12,1269,294,985,1208,3326,2205,508217,1178229,8,18156,863,1904,530148,144.52,5362,540527548,JosifSalin,"295,38"
1391,4841,0,22199,301,63,1812,1304,2993,3352,7478,6408,2533707,3884240,10,36685,3457,4765,1931676,176.72,15596,655340925,popov1890,"581,76"
1393,3683,0,24553,225,80,1276,2077,4000,4909,8863,8989,2540011,5167437,6,71474,3452,3296,2019072,139.25,12399,509346561,luk25o,"295,62"
1394,338,0,4566,216,6,998,229,312,311,1113,629,144718,103598,6,8889,635,1382,136105,47.05,3449,519621388,Saxoness,"811,04"
1395,2346,0,10378,329,21,1510,601,1285,1197,2833,2503,1385892,1320977,7,17843,1631,4242,824612,161.06,7842,516531944,Fuyumi__Yanagi,"985,26"
1396,2374,0,12561,296,21,1800,621,1382,1557,4383,2960,945999,1501538,7,24890,1695,3239,876608,120.1,8093,629663776,2112dima,"580,41"
1397,875,6,6976,147,22,797,343,804,994,2006,1820,211092,435251,4,17550,604,1091,267722,50.61,2831,505374085,loic35ter,"135,37"
1398,1411,0,19860,737,9,2304,783,1128,1023,842,2160,2628760,1680310,8,26971,2801,6293,1590991,242.03,15134,541824052,Blind_90,"2206,81"
1399,10634,678,77766,558,233,2529,4202,6808,6664,9593,13705,12622108,11455627,8,140929,10462,7445,7644633,306.51,48280,501041390,_GMaSt3R_,"1195,37"
1400,578,0,4521,151,8,637,157,445,508,1480,961,102484,275179,4,14345,266,940,145269,58.63,2288,625474427,RenamedUser_22705882,"140,47"
1402,379,0,1739,159,6,711,94,274,284,479,564,46234,131214,4,3885,142,668,89688,71.14,973,543810799,anamurlu33_5,"108,01"
1403,3281,0,7373,175,26,993,303,1360,1339,2444,2725,303909,783218,5,14998,836,0,477385,0.0,0,637185294,RenamedUser_867320,"205,51"
1404,3962,0,19171,427,34,2023,1007,2015,1990,4818,4039,2847137,2882929,8,29952,3221,6059,1725934,215.68,13868,630738777,P_O_III_A_L_I_M,"1105,74"
1405,1463,0,8129,239,7,1422,379,1054,1117,2722,2178,541882,978071,8,17998,930,2537,521487,118.33,5084,633024802,Vlados_31ua,"416,46"
1406,4044,0,15183,240,50,1408,813,2225,2502,6264,4777,1336625,2637432,7,24879,1873,3720,1147912,152.11,8573,655134080,Sasha_Altair,"371,96"
1407,44274,6400,264842,299,690,2033,13574,30933,33395,83241,65018,25836606,40841011,8,550353,32749,3980,19441654,158.83,145592,595070839,lkonanchuk,"571,93"
1408,872,0,2995,191,7,1158,117,401,413,630,821,126307,222174,7,6661,357,1424,157025,83.11,2112,522617142,yologamer_3,"326,99"
1409,8121,0,106461,245,51,1491,960,2486,2332,10329,4869,762621,773691,10,249171,3751,1001,1191792,81.18,57483,619212180,T33str,"635,29"
1410,3519,0,16845,261,48,1898,1173,2031,2551,3827,4630,1714105,2781331,7,28919,2090,4157,1207900,197.8,9428,511129533,Tazman238,"457,20"
1411,610,0,2567,297,5,1206,144,327,317,764,649,94653,220520,5,6277,225,1019,192737,97.93,1512,538959808,mandra1_2016,"266,64"
1412,3322,0,11159,259,29,1561,425,1524,1781,4689,3334,967297,1711355,6,17829,1336,2335,864283,120.02,7609,522828679,sebyca06,"404,15"
1414,8555,0,56729,259,86,1668,1546,3332,3199,13950,6617,2206160,2373330,8,106225,4480,2564,1716258,164.79,14330,507339494,The_Beige_Tanker,"808,06"
1415,901,0,8161,575,2,2142,272,365,185,1120,552,293119,114352,13,11231,1337,1606,317361,98.68,6170,530919097,Akatsuki_09,"2659,33"
1416,647,0,2294,198,8,1136,99,294,287,804,589,104620,172268,6,4943,284,0,116727,0.0,0,507961969,FUNEWS,"408,76"
1417,59052,1446,303325,575,642,2860,12635,26142,22738,65262,49522,65440806,56142438,10,444827,47576,9073,28487104,442.26,220976,595083543,_Ksand3R_,"1658,36"
1418,457,49,3348,386,4,1664,144,258,264,596,526,267267,388885,4,5143,314,2109,203184,232.98,2064,576336034,Lobczan30,"851,19"
1419,2468,128,11250,663,28,2654,419,1027,843,4372,1898,1867796,1771132,8,18018,1665,4735,1257457,367.59,8118,511592603,Zbynek_Alb,"1447,58"
1420,5726,0,37489,376,48,1580,1352,2832,2995,7820,5875,3153569,4579839,9,58404,4110,4953,2206465,197.94,23540,606788222,PirojoK_zahvatchik,"806,35"
1421,543,7,4636,151,3,1005,209,560,661,680,1224,87157,264280,7,12404,373,919,184327,42.06,2501,534843944,Marek0408,"53,92"
1422,2226,209,17341,406,26,1703,769,1395,1320,4366,2741,1725672,1854367,11,30083,2338,4623,1112433,203.44,12706,534518249,Floki__2016,"1103,67"
1423,933,95,5062,249,14,1518,174,532,696,616,1242,339674,966872,6,8444,361,2092,309754,131.19,2613,599207132,Alim_291,"280,63"
1424,20302,1479,64205,446,227,1958,3545,9149,10118,9782,19494,14563753,22109856,9,97114,10883,6118,8702780,350.74,41372,553446583,marcin_malina,"709,49"
1425,959,0,5189,177,17,930,541,1118,1293,3382,2428,329505,985886,4,16807,546,1312,430351,104.5,1514,620762820,RenamedUser_6446933,"83,32"
1426,23159,6,102340,537,173,2578,5385,9776,9572,35354,19521,19237498,18182295,8,163802,15507,6885,10480832,327.49,71654,507913270,JackDaniels1968,"1312,65"
1427,40883,17,302395,681,851,2970,16754,25323,20722,69539,46896,76829271,49233533,10,441224,55469,9516,31924870,444.58,104113,595776676,Chorniy85,"2087,73"
1429,35216,733,171213,446,250,2379,7301,15660,15228,19704,31138,27061894,27012172,8,255348,23567,7296,13882051,327.99,122322,600478238,ArtComGroup,"1252,48"
1430,2298,310,7709,542,36,2091,521,1033,1010,1449,2079,1703859,1608863,6,15547,1379,5300,1125856,367.5,4726,567275094,Mishumiszu,"1060,99"
1431,1776,0,20539,252,58,1372,2350,3209,3328,5088,6595,2689096,1731456,7,47482,4679,3365,1660649,119.35,11103,657035811,McNomara_16388289,"746,26"
1432,21485,7,153237,512,192,2425,6867,10510,7819,20063,18521,17838850,12332200,10,226846,22074,6210,9484512,346.93,83179,504829779,jerzdnakeczup,"1950,42"
1433,3380,0,16735,241,28,1125,994,1878,1842,5918,3748,992706,1087048,7,32184,2477,2395,902263,129.32,12705,628106221,_v_2014,"597,99"
1434,5036,248,12769,203,37,1224,598,2232,2527,1443,4796,806146,2146337,5,24919,1367,2067,973616,134.84,7235,526335709,akavax,"216,44"
1436,761,220,4376,383,22,1742,306,605,700,1652,1327,756708,905014,5,8774,718,4354,508341,176.35,2571,595226605,Vlasovalex645,"658,17"
1437,2134,0,9399,202,12,1151,308,1062,1211,4319,2285,365840,860306,4,19673,698,1636,462424,104.01,5124,595769996,DARK_WOLF_203,"227,39"
1438,25077,13,134112,378,190,2004,6911,12675,12332,30868,25197,14987121,14506860,8,244097,18407,5088,9518241,240.4,91100,515019171,tankerapido,"1024,70"
1441,12631,3600,94539,493,254,2775,7316,10290,9541,15741,20085,20854376,14307323,8,149173,15854,7505,9892022,249.86,59726,559055637,Goferek82,"1274,73"
1442,4446,0,18576,212,33,1429,732,1727,1911,5221,3671,810455,1275903,7,39952,1708,1272,779820,197.66,311,620208497,JENYA_istribitel,"407,87"
1443,2184,3,19028,299,22,1791,604,1336,1450,1805,2808,1050183,1714489,9,42568,1791,2843,838270,138.28,11230,512413844,obrakoule123,"620,87"
1444,2734,0,20221,217,69,1011,1371,2442,2729,3138,5240,1205880,2450357,6,57702,2248,1724,1138909,182.68,2619,505032749,malek44,"315,52"
1445,281,0,1882,338,7,1461,113,238,309,951,554,163879,440210,4,2830,181,2064,187162,169.31,1099,636622594,wwwekoko,"283,29"
1446,1597,0,15398,337,27,2005,595,1163,1202,2468,2392,829893,1008532,6,30103,1685,2315,806997,114.7,7994,512659960,joe19121975,"708,27"
1447,870,0,3903,109,8,734,84,438,495,148,941,28298,100773,3,11466,165,401,102821,25.2,2059,544738353,zivota014,"50,81"
1448,2388,3,13766,256,51,1552,1192,1940,2152,7789,4143,1648946,1843197,8,28275,2691,3431,1058661,182.25,512,503410142,paul962,"651,29"
1449,17520,0,66040,299,203,1527,2809,7313,7488,19301,15004,6966663,10266254,7,87237,8084,2720,4486670,152.19,2961,620266982,Oleg_gg_4949670,"705,01"
1450,1100,0,7377,565,10,2126,299,540,463,2289,1013,1085832,839175,6,11595,958,4638,572176,302.95,5324,575478827,titaniumwraith,"1708,86"
1451,12021,0,67719,349,139,1903,3837,6754,6500,27251,13393,8188916,8763638,8,103854,10156,5451,4671764,245.47,31156,504798214,BesitzerPC,"1018,13"
1452,16677,0,115228,613,286,2265,5786,9491,8275,45478,18052,17038266,14248084,9,184576,16581,7459,11074529,335.61,13756,500020615,MoSFIN,"1449,89"
1453,5049,1231,32276,301,208,1532,3084,5439,6223,8031,11870,5183550,8819706,7,67612,4399,5324,3567306,151.55,16971,595792448,Korshun_tankist,"436,46"
1454,290,0,2164,96,24,493,86,230,318,971,572,29968,66816,5,6265,161,0,55159,0.0,0,508705371,matejsk6,"0,33"
1455,414,0,2900,251,14,1331,196,288,309,688,611,157365,185766,6,5902,362,0,153649,0.0,0,508201984,invario,"573,93"
1456,647,1,4195,334,11,1722,207,438,541,876,990,391248,505111,6,9234,445,2765,330848,176.88,1861,507719958,sturm1860,"534,12"
1457,2038,269,9463,212,28,1443,519,1250,1437,3048,2715,531694,963571,7,24147,979,1937,575147,107.53,5421,624533645,gafur26,"260,39"
1458,3883,5,16150,233,49,1073,644,1914,2011,2213,3974,764142,1629243,7,31674,1548,1833,925114,168.28,5458,595781870,rest001,"360,03"
1459,31999,986,229361,571,510,2346,12532,17597,17806,29080,35913,44131284,36956181,9,350413,35249,8087,20500772,397.04,160463,626865401,ALEXUA007,"1415,12"
1460,1354,0,4265,317,18,1359,135,656,690,410,1364,464235,965820,4,8848,525,2533,431797,165.99,2914,574019776,Sergeant_Vilse,"515,59"
1461,1002,27,8315,215,13,1014,245,624,735,1051,1372,322216,515223,8,15710,728,2275,295170,99.1,1938,503269364,didle34,"391,84"
1462,68380,37,329293,635,511,2648,15437,23604,15834,51425,39949,61976104,35195302,11,480772,54393,8336,25356531,592.52,250331,595174847,Garis_Svetlogorsk,"2745,37"
1463,967,0,5515,195,8,1059,268,721,833,1593,1562,254921,482351,5,10941,610,1663,305341,82.57,3362,625791841,Igor_ekb_23644973,"259,58"
1464,13714,52,96755,677,135,2495,4643,6870,5684,11986,12689,13385506,9490321,9,149239,14838,6622,8584936,384.99,65814,501205849,asbe,"1945,55"
1465,49633,1670,248445,437,466,2676,8256,19897,20423,25518,40786,29859901,36900852,9,501186,28265,6886,17804029,356.5,146070,595103201,Yrasan,"933,28"
1466,23518,311,145610,371,538,2214,8571,16348,18954,12298,35840,18087791,30976292,6,210678,16740,4222,13300504,270.16,84039,595107303,YAN_BIBIYAN,"537,47"
1467,1052,0,6570,331,27,1697,315,825,996,1174,1848,636866,1656363,5,12703,658,3409,612104,163.25,3542,568262375,danielis12345,"318,47"
1468,11080,702,33262,396,142,1955,1628,4411,4740,3856,9293,7019169,10135055,7,53549,5130,6379,3684270,338.39,21576,610327558,Xhvhfcg,"788,52"
1469,12555,3,26765,305,126,1954,1158,4002,4332,6723,8460,4007911,6369835,8,53291,4580,3934,2581680,234.56,3588,618913141,qwerx_410872,"638,77"
1470,2344,0,9945,226,37,1334,648,1923,2239,2814,4199,733821,2377106,5,21937,962,1875,949901,103.36,5564,622272279,RenamedUser_12996620,"146,24"
1471,164,0,1804,197,7,781,138,275,306,433,588,103943,263330,3,3837,188,1882,115777,78.89,935,629518282,RenamedUser_35001387,"188,48"
1472,540,0,2588,114,13,669,146,378,442,1011,833,41731,150561,3,6849,154,771,94615,41.35,1188,522131108,Viennakid,"52,52"
1473,905,0,3702,266,9,1483,165,430,459,1479,898,201578,387639,6,6648,348,1759,238740,152.43,2199,657161739,hezzin89_24851681,"428,93"
1474,4013,0,10259,168,53,1326,444,1984,2347,612,4384,452564,1915967,5,35462,796,2444,737122,99.94,5457,517857073,Pingle_Petter,"54,82"
1475,2366,0,12979,315,69,1729,874,1474,1521,6254,3064,1498808,1745594,8,22363,1954,0,964304,0.0,0,501150427,Dado21,"820,50"
1476,41455,0,204503,547,434,2505,7268,14411,11996,53994,26841,19973846,18377092,12,344572,28638,5196,14678560,269.5,17852,501026479,FergusMcF,"1488,79"
1477,2275,0,20558,255,48,1387,1257,1837,1851,4096,3736,1337848,1353624,8,48388,2524,2380,954446,177.06,1744,509446017,general_Krom,"717,67"
1478,5282,0,25432,520,76,2149,884,2536,2492,3270,5104,4709990,5748308,8,35689,3453,6037,2656223,312.22,16803,595083093,_ANDPEI,"1037,51"
1479,40394,610,126155,437,288,2825,5599,15024,15844,46478,31156,20930219,25004334,9,223860,18381,6407,13613072,278.7,79061,622013783,autopainter,"845,52"
1480,49,406,1569,464,11,1497,199,293,333,274,637,453940,189846,4,4101,306,3538,295289,52.01,295,519646944,xReVeRs,"694,15"
1481,554,0,4037,174,12,820,109,311,307,1032,630,69716,145959,4,12631,279,840,109797,84.66,2192,516464125,Triceratopps,"245,68"
1482,11920,694,108705,515,210,2839,7421,9607,8773,24119,18590,16307937,11164250,9,174138,17613,5919,9580537,233.19,53287,500689375,Lucker_92,"1391,90"
